"occurrenceID"	"identificationID"	"identifiedBy"	"dateIdentified"	"kingdom"	"biotypeStatus"	"identificationRemarks"	"lifeZoneID"	"lifeZone"	"ecoOrderID"	"ecoOrder"	"ecoFamilyID"	"ecoFamily"	"ecoGenusID"	"ecoGenus"	"ecoSpeciesID"	"ecoSpecies"	"ecoSpeciesTranslated"	"ecoSpeciesEN"	"ecoSpeciesFR"	"ecoSpeciesENFR"	"identificationReference"	"identificationReferencePage"	"identificationReferenceID"	"linktmp"	"checkLink"	"synof_ecoSpeciesID"	"synof_ecoSpecies"	"synof_ecoSpeciesBiotype"	"nomenclaturalStatus"
"20200812093536"	20200812	"Diabaté, Moussa"	2019-01-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200812092751"	"Forêt dense humide de basse altitude (FR)"		""	"Forêt dense humide de basse altitude (FR)"	"Forêt dense humide de basse altitude (FR)"	"Diabaté (2019)"	"15"		"202008120935362019-01-01"	1	"20200418143610"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191016-0828-84"	"bb-Heterotypic names"
"20200812092547"	20200812	"Diabaté, Moussa"	2019-01-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200812091827"	"Forêt dense humide de moyenne altitude (forêt de flanc de montagne ou sub montagnarde) (FR)"		""	"Forêt dense humide de moyenne altitude (forêt de flanc de montagne ou sub montagnarde) (FR)"	"Forêt dense humide de moyenne altitude (forêt de flanc de montagne ou sub montagnarde) (FR)"	"Diabaté (2019)"	"15"		"202008120925472019-01-01"	1	"20200418143610"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191016-0828-84"	"bb-Heterotypic names"
"Aussel-20181211-2033-31111"	2003	"Aussel, Alexia"	2018-12-11T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200420093826"	"Forêt dense tropicale humide sempervirente guinéenne de Guinée Forestière de basse altitude (<500m) (FR)"		""	"Forêt dense tropicale humide sempervirente guinéenne de Guinée Forestière de basse altitude (<500m) (FR)"	"Forêt dense tropicale humide sempervirente guinéenne de Guinée Forestière de basse altitude (<500m) (FR)"	"Aussel (2018)"	"31111"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel-20181211-2033-311112018-12-11"	1	"20200418143610"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191016-0828-84"	"bb-Heterotypic names"
"Schnell-19520101-0354-365"	2001	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200420091605"	"Forêt ombrophile de l'étage inférieur à Tarrietia utilis et Lophira procera (FR)"		""	"Forêt ombrophile de l'étage inférieur à Tarrietia utilis et Lophira procera (FR)"	"Forêt ombrophile de l'étage inférieur à Tarrietia utilis et Lophira procera (FR)"	"Schnell (1952)"	"365"	"www.jstor.org/stable/20034533"	"Schnell-19520101-0354-3651952-01-01"	1	"20200418143610"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191016-0828-84"	"bb-Heterotypic names"
"20200813145046"	20200813	"Hawthorne, William D."	2010-08-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200813144354"	"Guinea Moist evergreen forest (EN)"		"Guinea Moist evergreen forest (EN)"	""	"Guinea Moist evergreen forest (EN)"	"Hawthorne (2010)"	"10, 31, 39"		"202008131450462010-08-01"	1	"20200418143610"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191016-0828-84"	"bb-Heterotypic names"
"Astron-20190101-1700-1"	20200505	"Astron"	2019-01-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200505080427"	"Moist evergreen forest (EN)"		"Moist evergreen forest (EN)"	""	"Moist evergreen forest (EN)"	"Astron (2019)"	"1"		"Astron-20190101-1700-12019-01-01"	1	"20200418143610"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191016-0828-84"	"bb-Heterotypic names"
"Golder-20130101-1917-1"	2002	"Golder"	2013-01-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200420092845"	"Moist evergreen forest (EN)"	"Forêt humide sempervirente (FR)"	"Moist evergreen forest (EN)"	"Forêt humide sempervirente (FR)"	"Moist evergreen forest (EN)"	"Golder (2013)"	""		"Golder-20130101-1917-12013-01-01"	1	"20200418143610"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"Aussel-20181211-2033-31111"	"bb-Heterotypic names"
"20200812154308"	20200812	"Couch, Charlotte"	2019-05-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200812151131"	"West African Lowland Evergreen Forest (EN)"		"West African Lowland Evergreen Forest (EN)"	""	"West African Lowland Evergreen Forest (EN)"	"Couch (2019)"	""	"ISBN 978-1-5272-4065-0"	"202008121543082019-05-01"	1	"20200418143610"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191016-0828-84"	"bb-Heterotypic names"
"BS61-20191008-1305-64e"	20200505	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"Tropical lower montane perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200505112446"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Mesic forest of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"West African Mesic forest of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Mesic forest of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"41"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191008-1305-64e2019-12-31"	1	"20200505112446"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1305-64e"	"aa-Accepted name"
"20200813150301"	20200813	"Hawthorne, William D."	2010-08-01T00:00:00Z	"Plantae"	"holobiotype"		"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"Tropical lower montane perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200813145420"	"Mountain Forest (EN)"		"Mountain Forest (EN)"	""	"Mountain Forest (EN)"	"Hawthorne (2010)"	"10, 39"		"202008131503012010-08-01"	1	"20200505112446"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1305-64e"	"bb-Heterotypic names"
"BS61-20191008-1309-64"	20200505	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"Tropical submontane perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200505100648"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"West African Mesic forest of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"West African Mesic forest of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"West African Mesic forest of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"38"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191008-1309-642019-12-31"	1	"20200505100648"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"BS61-20191008-1309-64"	"aa-Accepted name"
"20200812091358"	20200812	"Diabaté, Moussa"	2019-01-01T00:00:00Z	"Plantae"	"holobiotype"		"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"Tropical submontane perhumid"	""	""	""	""	""	""	"20200812084803"	"Forêt dense humide de haute montagne / Forêt dense humide de haute altitude (FR)"		""	"Forêt dense humide de haute montagne / Forêt dense humide de haute altitude (FR)"	"Forêt dense humide de haute montagne / Forêt dense humide de haute altitude (FR)"	"Diabaté (2019)"	"14"		"202008120913582019-01-01"	1	"20200505100648"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"BS61-20191008-1309-64"	"bb-Heterotypic names"
"Aussel-20181211-1135-31112"	20200505	"Aussel, Alexia"	2018-12-11T00:00:00Z	"Plantae"	"holobiotype"		"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"Tropical submontane perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200505103454"	"Forêt dense tropicale humide sempervirente guinéenne de Guinée Forestière submontagnarde (> 500m) (FR)"		""	"Forêt dense tropicale humide sempervirente guinéenne de Guinée Forestière submontagnarde (> 500m) (FR)"	"Forêt dense tropicale humide sempervirente guinéenne de Guinée Forestière submontagnarde (> 500m) (FR)"	"Aussel (2018)"	"31112"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel-20181211-1135-311122018-12-11"	1	"20200505100648"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"BS61-20191008-1309-64"	"bb-Heterotypic names"
"Schnell-19520101-1450-369"	20200505	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"Tropical submontane perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200505101025"	"Forêt ombrophile à Lophira procera et Parinari excelsa (FR)"		""	"Forêt ombrophile à Lophira procera et Parinari excelsa (FR)"	"Forêt ombrophile à Lophira procera et Parinari excelsa (FR)"	"Schnell (1952)"	"369"	"www.jstor.org/stable/20034533"	"Schnell-19520101-1450-3691952-01-01"	1	"20200505100648"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"BS61-20191008-1309-64"	"bb-Heterotypic names"
"20200813143844"	20200813	"Hawthorne, William D."	2010-08-01T00:00:00Z	"Plantae"	"holobiotype"		"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"Tropical submontane perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200813144327"	"Hill Top Forest (EN)"		"Hill Top Forest (EN)"	""	"Hill Top Forest (EN)"	"Hawthorne (2010)"	"10, 31, 39"		"202008131438442010-08-01"	1	"20200505100648"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"BS61-20191008-1309-64"	"bb-Heterotypic names"
"Astron-20190101-0016-12"	20200505	"Astron"	2019-01-01T00:00:00Z	"Plantae"	"holobiotype"		"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"Tropical submontane perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200505102818"	"Nimba upland evergreen forest (EN)"		"Nimba upland evergreen forest (EN)"	""	"Nimba upland evergreen forest (EN)"	"Astron (2019)"	"12"		"Astron-20190101-0016-122019-01-01"	1	"20200505100648"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"BS61-20191008-1309-64"	"bb-Heterotypic names"
"Golder-20130101-0648-2"	20200505	"Golder"	2013-01-01T00:00:00Z	"Plantae"	"holobiotype"		"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"Tropical submontane perhumid"	"110"	"Inland (non-coastal) upland"	"11010"	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	"20200505101647"	"Upland evergreen forest (EN)"	"Forêt humide sempervirente de hautes terres (FR)"	"Upland evergreen forest (EN)"	"Forêt humide sempervirente de hautes terres (FR)"	"Upland evergreen forest (EN)"	"Golder (2013)"	"2"		"Golder-20130101-0648-22013-01-01"	1	"20200505100648"	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"BS61-20191008-1309-64"	"bb-Heterotypic names"
"BS61-20191007-1430-62"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10070"	"Inland swamp"	"64085408-706e-42d0-ba0f-513396835174"	"Seasonal swamp on ironstone rock sheet"	"20200506074103"	"Forêt ouest africaine naine marécageuse sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"West African Swamp dwarf forest on ferruginous shield of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"West African Swamp dwarf forest on ferruginous shield of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine marécageuse sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"West African Swamp dwarf forest on ferruginous shield of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"51"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191007-1430-622019-12-31"	1	"20200506074103"	"Forêt ouest africaine naine marécageuse sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"BS61-20191007-1430-62"	"aa-Accepted name"
"BS61-20191001-1557-26f"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11080"	"Subsaxicolous"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"Subsaxicolous dwarf forest on ironstone outcrop"	"20200505143455"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Saxicolous dwarf forest on ironstone of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"West African Saxicolous dwarf forest on ironstone of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Saxicolous dwarf forest on ironstone of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"45"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191001-1557-26f2019-12-31"	1	"20200505143455"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191001-1557-26f"	"aa-Accepted name"
"20200911094637"	20200911	"Senterre, Bruno"	2016-11-25T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11080"	"Subsaxicolous"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"Subsaxicolous dwarf forest on ironstone outcrop"	"20200911095232"	"Saxicolous dry forest (EN)"		"Saxicolous dry forest (EN)"	""	"Saxicolous dry forest (EN)"	"Senterre (2016)"	"4"		"202009110946372016-11-25"	1	"20200505143455"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191001-1557-26f"	"bb-Heterotypic names"
"BS61-20191001-1600-26e"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11080"	"Subsaxicolous"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"Subsaxicolous dwarf forest on ironstone outcrop"	"20200506074555"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"West African Saxicolous dwarf forest on ironstone of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"West African Saxicolous dwarf forest on ironstone of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"West African Saxicolous dwarf forest on ironstone of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"51"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191001-1600-26e2019-12-31"	1	"20200506074555"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"BS61-20191001-1600-26e"	"aa-Accepted name"
"BS61-20191001-1558-26c"	20200505	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"Tropical submontane humid"	"110"	"Inland (non-coastal) upland"	"11080"	"Subsaxicolous"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"Subsaxicolous dwarf forest on ironstone outcrop"	"20200505155419"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"West African Saxicolous dwarf forest on ironstone of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"West African Saxicolous dwarf forest on ironstone of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"West African Saxicolous dwarf forest on ironstone of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"49"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191001-1558-26c2019-12-31"	1	"20200505155419"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"BS61-20191001-1558-26c"	"aa-Accepted name"
"Schnell-19520101-0628-372"	20200505	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"Tropical submontane humid"	"110"	"Inland (non-coastal) upland"	"11080"	"Subsaxicolous"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"Subsaxicolous dwarf forest on ironstone outcrop"	"20200505155658"	"Variante édaphique du groupement à Parinari excelsa et Carapa procera (FR)"		""	"Variante édaphique du groupement à Parinari excelsa et Carapa procera (FR)"	"Variante édaphique du groupement à Parinari excelsa et Carapa procera (FR)"	"Schnell (1952)"	"372"	"www.jstor.org/stable/20034533"	"Schnell-19520101-0628-3721952-01-01"	1	"20200505155419"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"BS61-20191001-1558-26c"	"bb-Heterotypic names"
"BS61-20191019-1108-100b"	20200505	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11080"	"Subsaxicolous"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"Subsaxicolous dwarf forest on ironstone outcrop"	"20200505090217"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Saxicolous dwarf forest on ironstone of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"West African Saxicolous dwarf forest on ironstone of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Saxicolous dwarf forest on ironstone of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"38"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191019-1108-100b2019-12-31"	1	"20200505090217"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191019-1108-100b"	"aa-Accepted name"
"BS61-20191008-1303-64g"	20200505	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"Tropical lower montane perhumid"	"110"	"Inland (non-coastal) upland"	"11080"	"Subsaxicolous"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"Subsaxicolous dwarf forest on ironstone outcrop"	"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Saxicolous dwarf forest on ironstone of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"West African Saxicolous dwarf forest on ironstone of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Saxicolous dwarf forest on ironstone of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"42"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191008-1303-64g2019-12-31"	1	"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1303-64g"	"aa-Accepted name"
"Schnell-19520101-2312-385"	20200506	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"Tropical lower montane perhumid"	"110"	"Inland (non-coastal) upland"	"11020"	"Drained (topographically)"	"87e57609-ab15-4fbd-aae2-99c993a286ec"	"Overdrained forest"	"20200506081330"	"Forêt basse ombrophile à Parinari excelsa et Eugenia leonensis (FR)"		""	"Forêt basse ombrophile à Parinari excelsa et Eugenia leonensis (FR)"	"Forêt basse ombrophile à Parinari excelsa et Eugenia leonensis (FR)"	"Schnell (1952)"	"385"	"www.jstor.org/stable/20034533"	"Schnell-19520101-2312-3851952-01-01"	1	"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1303-64g"	"bb-Heterotypic names"
"Astron-20190101-0334-6"	20200505	"Astron"	2019-01-01T00:00:00Z	"Plantae"	"holobiotype"		"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"Tropical lower montane perhumid"	"110"	"Inland (non-coastal) upland"	"11080"	"Subsaxicolous"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"Subsaxicolous dwarf forest on ironstone outcrop"	"20200505121917"	"High altitude gallery forest or thickets (EN)"		"High altitude gallery forest or thickets (EN)"	""	"High altitude gallery forest or thickets (EN)"	"Astron (2019)"	"6"		"Astron-20190101-0334-62019-01-01"	1	"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1303-64g"	"bb-Heterotypic names"
"Astron-20190101-0120-7"	20200505	"Astron"	2019-01-01T00:00:00Z	"Plantae"	"holobiotype"		"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"Tropical lower montane perhumid"	"110"	"Inland (non-coastal) upland"	"11080"	"Subsaxicolous"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"Subsaxicolous dwarf forest on ironstone outcrop"	"20200505125814"	"High altitude low forest or thickets (EN)"		"High altitude low forest or thickets (EN)"	""	"High altitude low forest or thickets (EN)"	"Astron (2019)"	"7"		"Astron-20190101-0120-72019-01-01"	1	"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1303-64g"	"bb-Heterotypic names"
"Golder-20130101-0614-10"	20200506	"Golder"	2013-01-01T00:00:00Z	"Plantae"	"holobiotype"		"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"Tropical lower montane perhumid"	"110"	"Inland (non-coastal) upland"	"11080"	"Subsaxicolous"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"Subsaxicolous dwarf forest on ironstone outcrop"	"20200506075028"	"High altitude thicket (EN)"	"Fourrés de haute altitude (FR)"	"High altitude thicket (EN)"	"Fourrés de haute altitude (FR)"	"High altitude thicket (EN)"	"Golder (2013)"	"10"		"Golder-20130101-0614-102013-01-01"	1	"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1303-64g"	"bb-Heterotypic names"
